Application Name,Start Time,End Time,Active Time,Idle Time,Title,URL,Hour Type
EXPLORER.EXE,3/23/2018 5:12:28 PM,3/23/2018 5:12:30 PM,00:00:02,00:00:00,,,Productive
IEXPLORE.EXE,3/23/2018 5:12:30 PM,3/23/2018 5:12:46 PM,00:00:16,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:12:46 PM,3/23/2018 5:12:58 PM,00:00:12,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:12:58 PM,3/23/2018 5:12:59 PM,00:00:01,00:00:00,Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:12:59 PM,3/23/2018 5:13:01 PM,00:00:02,00:00:00,https://was5-int-tba.hewitt.com/maestro/editDiscussion.html?id=33410820&issueId=210994703&&crea - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:13:01 PM,3/23/2018 5:13:14 PM,00:00:13,00:00:00,Discussion - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:13:14 PM,3/23/2018 5:14:03 PM,00:00:49,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:14:03 PM,3/23/2018 5:14:05 PM,00:00:02,00:00:00,Message from webpage,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:14:05 PM,3/23/2018 5:14:07 PM,00:00:02,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:14:07 PM,3/23/2018 5:14:09 PM,00:00:02,00:00:00,Message from webpage,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:14:09 PM,3/23/2018 5:14:13 PM,00:00:04,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:14:13 PM,3/23/2018 5:14:15 PM,00:00:02,00:00:00,,,Productive
IEXPLORE.EXE,3/23/2018 5:14:15 PM,3/23/2018 5:14:17 PM,00:00:02,00:00:00,myuhc.com - Internet Explorer,systest3.myuhc.com,Unknown
IEXPLORE.EXE,3/23/2018 5:14:17 PM,3/23/2018 5:14:18 PM,00:00:01,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:14:18 PM,3/23/2018 5:14:19 PM,00:00:01,00:00:00,,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:14:19 PM,3/23/2018 5:14:24 PM,00:00:05,00:00:00,,,Productive
OUTLOOK.EXE,3/23/2018 5:14:24 PM,3/23/2018 5:14:51 PM,00:00:27,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
IEXPLORE.EXE,3/23/2018 5:14:51 PM,3/23/2018 5:14:55 PM,00:00:04,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:14:55 PM,3/23/2018 5:15:02 PM,00:00:07,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:15:02 PM,3/23/2018 5:15:04 PM,00:00:02,00:00:00,workflow,,Productive
EXPLORER.EXE,3/23/2018 5:15:04 PM,3/23/2018 5:15:05 PM,00:00:01,00:00:00,,,Productive
EXPLORER.EXE,3/23/2018 5:15:05 PM,3/23/2018 5:15:08 PM,00:00:03,00:00:00,,,Productive
IEXPLORE.EXE,3/23/2018 5:15:08 PM,3/23/2018 5:15:10 PM,00:00:02,00:00:00,07796 [1.0 03-23-18] Vision Coverage Details - Internet Explorer,localhost,Productive
EXPLORER.EXE,3/23/2018 5:15:10 PM,3/23/2018 5:15:12 PM,00:00:02,00:00:00,workflow,,Productive
EXPLORER.EXE,3/23/2018 5:15:12 PM,3/23/2018 5:15:14 PM,00:00:02,00:00:00,,,Productive
IEXPLORE.EXE,3/23/2018 5:15:14 PM,3/23/2018 5:15:55 PM,00:00:41,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:15:55 PM,3/23/2018 5:15:57 PM,00:00:02,00:00:00,,,Productive
IEXPLORE.EXE,3/23/2018 5:15:57 PM,3/23/2018 5:16:04 PM,00:00:07,00:00:00,07796 [1.0 03-23-18] PartParmChanger - Internet Explorer,localhost,Productive
EXPLORER.EXE,3/23/2018 5:16:04 PM,3/23/2018 5:16:05 PM,00:00:01,00:00:00,,,Productive
IEXPLORE.EXE,3/23/2018 5:16:05 PM,3/23/2018 5:16:08 PM,00:00:03,00:00:00,07796 [1.0 03-23-18] Welcome - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:16:08 PM,3/23/2018 5:16:12 PM,00:00:04,00:00:00,My Work View - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:16:12 PM,3/23/2018 5:16:21 PM,00:00:09,00:00:00,07796 [1.0 03-23-18] PartParmChanger - Internet Explorer,localhost,Productive
EXPLORER.EXE,3/23/2018 5:16:21 PM,3/23/2018 5:16:22 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:16:22 PM,3/23/2018 5:16:35 PM,00:00:13,00:00:00,My Work View - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:16:35 PM,3/23/2018 5:16:36 PM,00:00:01,00:00:00,07796 [1.0 03-23-18] Your Request Can't Be Processed - Internet Explorer,localhost,Productive
EXPLORER.EXE,3/23/2018 5:16:36 PM,3/23/2018 5:16:38 PM,00:00:02,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:16:38 PM,3/23/2018 5:16:42 PM,00:00:04,00:00:00,07796 [1.0 03-23-18] Your Request Can't Be Processed - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:16:42 PM,3/23/2018 5:16:43 PM,00:00:01,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:16:43 PM,3/23/2018 5:16:44 PM,00:00:01,00:00:00,My Work View - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:16:44 PM,3/23/2018 5:16:45 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:16:45 PM,3/23/2018 5:16:46 PM,00:00:01,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:16:46 PM,3/23/2018 5:16:48 PM,00:00:02,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:16:48 PM,3/23/2018 5:16:50 PM,00:00:02,00:00:00,My Work View - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:16:50 PM,3/23/2018 5:16:56 PM,00:00:06,00:00:00,07796 [1.0 03-23-18] Welcome - Internet Explorer,localhost,Productive
EXPLORER.EXE,3/23/2018 5:16:56 PM,3/23/2018 5:16:57 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:16:57 PM,3/23/2018 5:16:58 PM,00:00:01,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:16:58 PM,3/23/2018 5:17:03 PM,00:00:05,00:00:00,07796 [1.0 03-23-18] Welcome - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:17:03 PM,3/23/2018 5:17:04 PM,00:00:01,00:00:00,http://localhost:8080/07796/CsLogn010InptOpen.do?fWdw=intro&wdw=primary&eWlmYBR5ClntId=07796&fT - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:17:04 PM,3/23/2018 5:17:07 PM,00:00:03,00:00:00,07796 [1.0 03-23-18] Log On - Internet Explorer,localhost,Productive
EXPLORER.EXE,3/23/2018 5:17:07 PM,3/23/2018 5:17:08 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:17:08 PM,3/23/2018 5:17:13 PM,00:00:05,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:17:13 PM,3/23/2018 5:17:15 PM,00:00:02,00:00:00,07796 [1.0 03-23-18] Log On - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:17:15 PM,3/23/2018 5:17:18 PM,00:00:03,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:17:18 PM,3/23/2018 5:17:23 PM,00:00:05,00:00:00,07796 [1.0 03-23-18] Log On - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:17:23 PM,3/23/2018 5:17:31 PM,00:00:08,00:00:00,07796 [1.0 03-23-18] Please Wait... - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:17:31 PM,3/23/2018 5:17:40 PM,00:00:09,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:17:40 PM,3/23/2018 5:17:41 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:17:41 PM,3/23/2018 5:17:54 PM,00:00:13,00:00:00,07796 [1.0 03-23-18] Please Wait... - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:17:54 PM,3/23/2018 5:18:34 PM,00:00:40,00:00:00,07796 [1.0 03-23-18] Home - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:18:34 PM,3/23/2018 5:18:39 PM,00:00:05,00:00:00,http://localhost:8080/07796/HmHpcc020HlthPlCmprChrt_IN_1000Open.do?fWdw=primary&wdw=hmHpcc&eWlm - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:18:39 PM,3/23/2018 5:18:49 PM,00:00:10,00:00:00,07796 [1.0 03-23-18] Vision Coverage Details - Internet Explorer,localhost,Productive
EXPLORER.EXE,3/23/2018 5:18:49 PM,3/23/2018 5:18:50 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:18:50 PM,3/23/2018 5:18:51 PM,00:00:01,00:00:00,07796 [1.0 03-23-18] Home - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/23/2018 5:18:51 PM,3/23/2018 5:19:05 PM,00:00:14,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:19:05 PM,3/23/2018 5:20:19 PM,00:01:14,00:00:00,07796 [1.0 03-23-18] Vision Coverage Details - Internet Explorer,localhost,Productive
SNAGIT32.EXE,3/23/2018 5:20:19 PM,3/23/2018 5:20:21 PM,00:00:02,00:00:00,,,Productive
SNAGITEDITOR.EXE,3/23/2018 5:20:21 PM,3/23/2018 5:20:22 PM,00:00:01,00:00:00,"Snagit Editor - [Mar 23, 2018 4:37:17 PM]",,Productive
SNAGITEDITOR.EXE,3/23/2018 5:20:22 PM,3/23/2018 5:20:29 PM,00:00:07,00:00:00,"Snagit Editor - [Mar 23, 2018 5:20:21 PM]",,Productive
DWM.EXE,3/23/2018 5:20:29 PM,3/23/2018 5:20:30 PM,00:00:01,00:00:00,"Snagit Editor - [Mar 23, 2018 5:20:21 PM]",,Production_Enabler
WERFAULT.EXE,3/23/2018 5:20:30 PM,3/23/2018 5:20:31 PM,00:00:01,00:00:00,Snagit Editor,,Productive
DWM.EXE,3/23/2018 5:20:31 PM,3/23/2018 5:20:41 PM,00:00:10,00:00:00,"Snagit Editor - [Mar 23, 2018 5:20:21 PM] (Not Responding)",,Production_Enabler
IEXPLORE.EXE,3/23/2018 5:20:41 PM,3/23/2018 5:20:43 PM,00:00:02,00:00:00,07796 [1.0 03-23-18] Vision Coverage Details - Internet Explorer,localhost,Productive
EXPLORER.EXE,3/23/2018 5:20:43 PM,3/23/2018 5:20:45 PM,00:00:02,00:00:00,Start menu,,Productive
EXPLORER.EXE,3/23/2018 5:20:45 PM,3/23/2018 5:20:46 PM,00:00:01,00:00:00,,,Productive
SNIPPINGTOOL.EXE,3/23/2018 5:20:46 PM,3/23/2018 5:20:47 PM,00:00:01,00:00:00,Snipping Tool,,Productive
SNIPPINGTOOL.EXE,3/23/2018 5:20:47 PM,3/23/2018 5:20:51 PM,00:00:04,00:00:00,,,Productive
SNIPPINGTOOL.EXE,3/23/2018 5:20:51 PM,3/23/2018 5:21:10 PM,00:00:19,00:00:00,Snipping Tool,,Productive
SNIPPINGTOOL.EXE,3/23/2018 5:21:10 PM,3/23/2018 5:21:12 PM,00:00:02,00:00:00,Snipping Tool,,Productive
IEXPLORE.EXE,3/23/2018 5:21:12 PM,3/23/2018 5:21:13 PM,00:00:01,00:00:00,07796 [1.0 03-23-18] Vision Coverage Details - Internet Explorer,localhost,Productive
EXPLORER.EXE,3/23/2018 5:21:13 PM,3/23/2018 5:21:14 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:21:14 PM,3/23/2018 5:21:31 PM,00:00:17,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:21:31 PM,3/23/2018 5:21:53 PM,00:00:22,00:00:00,Insert Image - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:21:53 PM,3/23/2018 5:22:46 PM,00:00:53,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:22:46 PM,3/23/2018 5:22:54 PM,00:00:08,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:22:54 PM,3/23/2018 5:22:58 PM,00:00:04,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:22:58 PM,3/23/2018 5:24:38 PM,00:01:40,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:24:38 PM,3/23/2018 5:24:39 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:24:39 PM,3/23/2018 5:24:42 PM,00:00:03,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:24:42 PM,3/23/2018 5:25:29 PM,00:00:47,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:25:29 PM,3/23/2018 5:25:30 PM,00:00:01,00:00:00,Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:25:30 PM,3/23/2018 5:25:32 PM,00:00:02,00:00:00,https://was5-int-tba.hewitt.com/maestro/editDiscussion.html?id=33410823&issueId=117244703&&crea - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:25:32 PM,3/23/2018 5:26:06 PM,00:00:34,00:00:00,Discussion - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:26:06 PM,3/23/2018 5:26:19 PM,00:00:13,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:26:19 PM,3/23/2018 5:26:24 PM,00:00:05,00:00:00,Duplicate Form Submission - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:26:24 PM,3/23/2018 5:26:58 PM,00:00:34,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/23/2018 5:26:58 PM,3/23/2018 5:26:59 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/23/2018 5:26:59 PM,3/23/2018 5:27:00 PM,00:00:01,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:27:00 PM,3/23/2018 5:27:27 PM,00:00:27,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:27:27 PM,3/23/2018 5:27:28 PM,00:00:01,00:00:00,Message from webpage,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:27:28 PM,3/23/2018 5:27:30 PM,00:00:02,00:00:00,,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:27:30 PM,3/23/2018 5:27:33 PM,00:00:03,00:00:00,Message from webpage,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/23/2018 5:27:33 PM,3/23/2018 5:27:35 PM,00:00:02,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
SIYBRBUILDER50.EXE,3/23/2018 5:27:35 PM,3/23/2018 5:27:41 PM,00:00:06,00:00:00,YBR Builder 5.16,,Productive
IEXPLORE.EXE,3/23/2018 5:27:41 PM,3/23/2018 5:27:44 PM,00:00:03,00:00:00,Support Issue- JM37085 : Koch (07796) GP Retirees Impl: Caremark SSO (HmCaremark03Sso) needs to - Internet Explorer,was5-int-tba.hewitt.com,Productive
ECLIPSE.EXE,3/23/2018 5:27:44 PM,3/23/2018 5:27:46 PM,00:00:02,00:00:00,Java EE - 07796/src/java/com/hewitt/cat/ybr/client/hm/workflow/uow/HmUHCSsoBuildParamsTask.java - Eclipse,,Productive
OUTLOOK.EXE,3/23/2018 5:27:46 PM,3/23/2018 5:27:47 PM,00:00:01,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
EXPLORER.EXE,3/23/2018 5:27:47 PM,3/23/2018 5:27:52 PM,00:00:05,00:00:00,,,Productive
IEXPLORE.EXE,3/23/2018 5:27:52 PM,3/23/2018 5:27:54 PM,00:00:02,00:00:00,Internet Explorer,,Productive
IEXPLORE.EXE,3/23/2018 5:27:54 PM,3/23/2018 5:27:57 PM,00:00:03,00:00:00,My Work View - Internet Explorer,was5-int-tba.hewitt.com,Productive
OUTLOOK.EXE,3/23/2018 5:27:57 PM,3/23/2018 5:28:10 PM,00:00:13,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
OUTLOOK.EXE,3/23/2018 5:28:10 PM,3/23/2018 5:28:11 PM,00:00:01,00:00:00,,,Productive
ECLIPSE.EXE,3/23/2018 5:28:11 PM,3/23/2018 5:28:12 PM,00:00:01,00:00:00,Java EE - 07796/src/java/com/hewitt/cat/ybr/client/hm/workflow/uow/HmUHCSsoBuildParamsTask.java - Eclipse,,Productive
ECLIPSE.EXE,3/23/2018 5:28:12 PM,3/23/2018 5:28:25 PM,00:00:13,00:00:00,Java EE - 07796/src/java/com/hewitt/cat/ybr/client/hm/workflow/uow/HmCaremarkSsoBuildParamsTask.java - Eclipse,,Productive
SIYBRBUILDER50.EXE,3/23/2018 5:28:25 PM,3/23/2018 5:28:34 PM,00:00:09,00:00:00,YBR Builder 5.16,,Productive
ECLIPSE.EXE,3/23/2018 5:28:34 PM,3/23/2018 5:29:05 PM,00:00:31,00:00:00,Java EE - 07796/src/java/com/hewitt/cat/ybr/client/hm/workflow/uow/HmCaremarkSsoBuildParamsTask.java - Eclipse,,Productive
EXPLORER.EXE,3/23/2018 5:29:05 PM,3/23/2018 5:29:06 PM,00:00:01,00:00:00,,,Productive
PACE.EXE,3/23/2018 5:29:06 PM,3/23/2018 5:29:28 PM,00:00:22,00:00:00,PACE,,Productive
EXPLORER.EXE,3/23/2018 5:29:28 PM,3/23/2018 5:29:30 PM,00:00:02,00:00:00,Task Switching,,Productive
ECLIPSE.EXE,3/23/2018 5:29:30 PM,3/23/2018 5:29:33 PM,00:00:03,00:00:00,Java EE - 07796/src/java/com/hewitt/cat/ybr/client/hm/workflow/uow/HmCaremarkSsoBuildParamsTask.java - Eclipse,,Productive
EXPLORER.EXE,3/23/2018 5:29:33 PM,3/23/2018 5:29:34 PM,00:00:01,00:00:00,,,Productive
PACE.EXE,3/23/2018 5:29:34 PM,3/23/2018 5:29:35 PM,00:00:01,00:00:00,PaceProgressBar,,Productive
ECLIPSE.EXE,3/23/2018 5:29:35 PM,3/23/2018 5:29:37 PM,00:00:02,00:00:00,Java EE - 07796/src/java/com/hewitt/cat/ybr/client/hm/workflow/uow/HmCaremarkSsoBuildParamsTask.java - Eclipse,,Productive
ECLIPSE.EXE,3/23/2018 5:29:37 PM,3/23/2018 5:29:39 PM,00:00:02,00:00:00,,,Productive
,3/23/2018 5:35:56 PM,3/23/2018 5:35:57 PM,00:00:01,00:00:00,,,Unknown
ECLIPSE.EXE,3/23/2018 5:35:57 PM,3/23/2018 5:36:21 PM,00:00:24,00:00:00,Java EE - 07796/src/java/com/hewitt/cat/ybr/client/hm/workflow/uow/HmCaremarkSsoBuildParamsTask.java - Eclipse,,Productive
OUTLOOK.EXE,3/23/2018 5:36:21 PM,3/23/2018 5:37:02 PM,00:00:41,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
PACE.EXE,3/23/2018 5:37:02 PM,3/23/2018 5:37:05 PM,00:00:03,00:00:00,PACE,,Productive
PACE.EXE,3/23/2018 5:37:05 PM,3/23/2018 5:37:11 PM,00:00:06,00:00:00,PaceProgressBar,,Productive
PACE.EXE,3/23/2018 5:37:11 PM,3/23/2018 5:37:26 PM,00:00:15,00:00:00,PACE,,Productive
OUTLOOK.EXE,3/23/2018 5:37:26 PM,3/23/2018 5:53:03 PM,00:15:37,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
EXPLORER.EXE,3/23/2018 5:53:03 PM,3/23/2018 5:53:04 PM,00:00:01,00:00:00,Task Switching,,Productive
OUTLOOK.EXE,3/23/2018 5:53:04 PM,3/23/2018 5:53:07 PM,00:00:03,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
OUTLOOK.EXE,3/23/2018 5:53:07 PM,3/23/2018 5:53:08 PM,00:00:01,00:00:00,,,Productive
EXPLORER.EXE,3/23/2018 5:53:08 PM,3/23/2018 5:53:11 PM,00:00:03,00:00:00,,,Productive
IEXPLORE.EXE,3/23/2018 5:53:11 PM,3/23/2018 5:55:08 PM,00:01:57,00:00:00,My Work View - Internet Explorer,was5-int-tba.hewitt.com,Productive
OUTLOOK.EXE,3/23/2018 5:55:08 PM,3/23/2018 5:55:11 PM,00:00:03,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
OUTLOOK.EXE,3/23/2018 5:55:11 PM,3/23/2018 5:55:26 PM,00:00:15,00:00:00,Info - aviral.mittal@alight.com - Microsoft Outlook,,Productive
VIRTUALBOX.EXE,3/23/2018 5:55:26 PM,3/23/2018 5:55:53 PM,00:00:27,00:00:00,CentOS 7 Developer (Manual Build) v2017.10.24.1 [Running] - Oracle VM VirtualBox,,Productive
OUTLOOK.EXE,3/23/2018 5:55:53 PM,3/23/2018 5:55:57 PM,00:00:04,00:00:00,Info - aviral.mittal@alight.com - Microsoft Outlook,,Productive
OUTLOOK.EXE,3/23/2018 5:55:57 PM,3/23/2018 5:56:01 PM,00:00:04,00:00:00,,,Productive
OUTLOOK.EXE,3/23/2018 5:56:01 PM,3/23/2018 5:56:02 PM,00:00:01,00:00:00,Info - aviral.mittal@alight.com - Microsoft Outlook,,Productive
OUTLOOK.EXE,3/23/2018 5:56:02 PM,3/23/2018 5:56:16 PM,00:00:14,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
FIREFOX.EXE,3/23/2018 5:56:16 PM,3/23/2018 5:56:19 PM,00:00:03,00:00:00,Firefox Update,,Productive
OUTLOOK.EXE,3/23/2018 5:56:19 PM,3/23/2018 5:56:22 PM,00:00:03,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
FIREFOX.EXE,3/23/2018 5:56:22 PM,3/23/2018 5:56:33 PM,00:00:11,00:00:00,Mozilla Firefox,about:blank,Unknown
EXPLORER.EXE,3/23/2018 5:56:33 PM,3/23/2018 5:56:38 PM,00:00:05,00:00:00,,,Productive
IEXPLORE.EXE,3/23/2018 5:56:38 PM,3/23/2018 5:56:44 PM,00:00:06,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
SIYBRBUILDER50.EXE,3/23/2018 5:56:44 PM,3/23/2018 5:56:46 PM,00:00:02,00:00:00,YBR Builder 5.16,,Productive
IEXPLORE.EXE,3/23/2018 5:56:46 PM,3/23/2018 5:56:47 PM,00:00:01,00:00:00,Support Issue- JM89618 : Koch (07796) GP Retirees Impl: UHC SSO (HmUHC03Sso) needs to pass Uniq - Internet Explorer,was5-int-tba.hewitt.com,Productive
NOTEPAD.EXE,3/23/2018 5:56:47 PM,3/23/2018 5:56:55 PM,00:00:08,00:00:00,Untitled - Notepad,,Productive
